﻿崔高峰,"﻿
2. 山东省教育学院, 山东济南 250014"
﻿张宜莓,"﻿
2. 上海宝山钢铁集团公司能源部, 上海 201900"
﻿雷中方,"﻿复旦大学环境科学与工程系, 上海 200433"
﻿高铁,"﻿上海材料研究所, 上海 200437"
﻿钱朝勇,"﻿上海材料研究所, 上海 200437"
﻿张如意,"﻿焦作工学院, 河南 焦作 454000"
﻿阳红,"﻿焦作工学院, 河南 焦作 454000"
﻿高彩玲,"﻿焦作工学院, 河南 焦作 454000"
﻿王静,"﻿国家海洋局天津海水淡化与综合利用研究所, 天津 300192"
﻿张雨山,"﻿国家海洋局天津海水淡化与综合利用研究所, 天津 300192"
﻿徐梅生,"﻿国家海洋局天津海水淡化与综合利用研究所, 天津 300192"
﻿夏畅斌,"﻿湘潭工学院环境工程与化工新技术研究所, 湖南 湘潭 411201"
﻿何湘柱,"﻿湘潭工学院环境工程与化工新技术研究所, 湖南 湘潭 411201"
﻿李德良,"﻿湘潭工学院环境工程与化工新技术研究所, 湖南 湘潭 411201"
﻿刘祥,"﻿西安石油学院石油化学工程系, 陕西 西安 710065"
﻿李谦定,"﻿西安石油学院石油化学工程系, 陕西 西安 710065"
﻿王光江,"﻿西北工业大学化工系, 陕西 西安 710072"
﻿韦金芳,"﻿西北工业大学化工系, 陕西 西安 710072"
﻿成西涛,"﻿西北工业大学化工系, 陕西 西安 710072"
﻿陈天虎,"﻿合肥工业大学资源与环境科学系, 安徽 合肥 230009"
﻿蒋湘顺,"﻿1. 辽宁大学环境与生命科学学院, 辽宁 沈阳 110036;"
﻿秦美洁,"﻿1. 辽宁大学环境与生命科学学院, 辽宁 沈阳 110036;"
﻿吴林友,"﻿1. 辽宁大学环境与生命科学学院, 辽宁 沈阳 110036;"
﻿车金林,"﻿广东江门生物技术开发中心, 广东 江门 529080"
﻿刘桂祯,"﻿广东江门生物技术开发中心, 广东 江门 529080"
﻿郑立群,"﻿
2. 抚顺石油化工公司石油三厂, 辽宁 抚顺 113001"
﻿左晋,"﻿
2. 抚顺石油化工公司石油三厂, 辽宁 抚顺 113001"
﻿荀伟,"﻿
2. 抚顺石油化工公司石油三厂, 辽宁 抚顺 113001"
﻿顾其贞,"﻿
2. 抚顺石油化工公司石油三厂, 辽宁 抚顺 113001"
﻿张述,"﻿
2. 抚顺石油化工公司石油三厂, 辽宁 抚顺 113001"
﻿洪秀清,"﻿
2. 抚顺石油化工公司石油三厂, 辽宁 抚顺 113001"
﻿谭红,"﻿巴陵公司长岭炼油化工总厂设备研究所, 湖南 岳阳 414012"
﻿田剑临,"﻿巴陵公司长岭炼油化工总厂设备研究所, 湖南 岳阳 414012"
﻿李景宁,"﻿
2. 南峰水处理服务有限公司, 广东 深圳 528000"
﻿汪朝阳,"﻿
2. 南峰水处理服务有限公司, 广东 深圳 528000"
﻿黄南哲,"﻿
2. 南峰水处理服务有限公司, 广东 深圳 528000"
﻿吴芸,"﻿天津化工研究设计院, 天津 300131"
﻿穆毅,"﻿天津化工研究设计院, 天津 300131"
﻿吴志敏,"﻿新疆阜西石油基地供热公司, 新疆 阜康县 831511"
﻿魏刚,﻿北京化工大学， 北京 100029
﻿徐斌,﻿北京化工大学， 北京 100029
﻿熊蓉春,﻿北京化工大学， 北京 100029
﻿孙剑辉,﻿河南师范大学化学与环境科学学院河南省高等学校环境工程重点开放实验室， 河南新乡 453002
﻿徐毅,﻿河南师范大学化学与环境科学学院河南省高等学校环境工程重点开放实验室， 河南新乡 453002
﻿李凡修,﻿江汉石油学院化学工程系， 湖北荆州 434102
﻿辛焰,﻿江汉石油学院化学工程系， 湖北荆州 434102
﻿陈武,﻿江汉石油学院化学工程系， 湖北荆州 434102
﻿王春华,"﻿
2. 威海市环保局， 山东威海 264200"
﻿曲荣君,"﻿
2. 威海市环保局， 山东威海 264200"
﻿王海霞,"﻿
2. 威海市环保局， 山东威海 264200"
﻿高士芹,"﻿
2. 威海市环保局， 山东威海 264200"
﻿杜爱君,"﻿
2. 威海市环保局， 山东威海 264200"
﻿何德文,"﻿
2. 南京理工大学环境科学系， 南京 210094"
﻿肖羽堂,"﻿
2. 南京理工大学环境科学系， 南京 210094"
﻿周申范,"﻿
2. 南京理工大学环境科学系， 南京 210094"
﻿崔小明,﻿北京燕山石化公司研究院， 北京 102550
﻿丁健,"﻿
3. 北京化工大学， 北京 100029"
﻿张裕卿,"﻿
3. 北京化工大学， 北京 100029"
﻿霍爱群,"﻿
3. 北京化工大学， 北京 100029"
﻿吴天文,"﻿
3. 北京化工大学， 北京 100029"
﻿郭良生,﻿中国科学院福建物质结构研究所二部， 福建厦门 361012
﻿黄霓裳,﻿中国科学院福建物质结构研究所二部， 福建厦门 361012
﻿余兴增,﻿中国科学院福建物质结构研究所二部， 福建厦门 361012
﻿邱富荣,﻿中国科学院福建物质结构研究所二部， 福建厦门 361012
﻿石小燕,﻿中国科学院福建物质结构研究所二部， 福建厦门 361012
﻿杨德红,﻿南京理工大学化工学院， 江苏南京 210094
﻿严莲荷,﻿南京理工大学化工学院， 江苏南京 210094
﻿叶静娴,﻿南京理工大学化工学院， 江苏南京 210094
﻿尹先清,﻿华中理工大学化学系， 湖北武汉 430074
﻿陆晓华,﻿华中理工大学化学系， 湖北武汉 430074
﻿邓皓,﻿华中理工大学化学系， 湖北武汉 430074
﻿孙灵芳,﻿东北电力学院节能及测控技术研究中心， 吉林市 132012
﻿王建国,﻿东北电力学院节能及测控技术研究中心， 吉林市 132012
﻿徐志明,﻿东北电力学院节能及测控技术研究中心， 吉林市 132012
﻿杨善让,﻿东北电力学院节能及测控技术研究中心， 吉林市 132012
﻿董黎红,﻿河南省分析测试中心， 河南郑州 450002
﻿李文峰,﻿河南省分析测试中心， 河南郑州 450002
﻿高瓦玲,"﻿
2. 南京化工大学应用化学系， 江苏南京 210009"
﻿候忠德,"﻿
2. 南京化工大学应用化学系， 江苏南京 210009"
﻿杨文忠,"﻿
2. 南京化工大学应用化学系， 江苏南京 210009"
﻿唐永明,"﻿
2. 南京化工大学应用化学系， 江苏南京 210009"
﻿赵海,﻿武汉钢铁设计研究院， 湖北武汉 430080
﻿张建平,﻿1. 长庆咸阳石油助剂厂， 陕西咸阳 712000;
﻿向学文,﻿1. 长庆咸阳石油助剂厂， 陕西咸阳 712000;
﻿陈国民,﻿湖南城建高等专科学校， 湖南益阳 413000
﻿郑宇丁,﻿华北制药集团公司设备动力部， 河北石家庄 050015
﻿郭如新,"﻿天津碱厂, 天津 300450"
﻿邵青,"﻿天津化工研究设计院, 天津 300131"
﻿张慧春,"﻿
3. 南京大学环境科学与工程系, 江苏南京 210093"
﻿闫爱军,"﻿
3. 南京大学环境科学与工程系, 江苏南京 210093"
﻿李俊文,"﻿
3. 南京大学环境科学与工程系, 江苏南京 210093"
﻿吴昌龙,"﻿
3. 南京大学环境科学与工程系, 江苏南京 210093"
﻿陈金龙,"﻿
3. 南京大学环境科学与工程系, 江苏南京 210093"
﻿冯骏,"﻿广东省石油化工研究院, 广东广州 510665"
﻿林玲玲,"﻿齐鲁石化公司技术处, 山东辛店 255436"
﻿朱志良,"﻿同济大学化学系, 上海 200092"
﻿张冰如,"﻿同济大学化学系, 上海 200092"
﻿苏耀东,"﻿同济大学化学系, 上海 200092"
﻿倪亚明,"﻿同济大学化学系, 上海 200092"
﻿张裕卿,"﻿
2. 天津化工研究设计院, 天津 300131"
﻿丁健,"﻿
2. 天津化工研究设计院, 天津 300131"
﻿常俊石,"﻿
2. 天津化工研究设计院, 天津 300131"
﻿刘峥,"﻿桂林工学院材料系, 广西桂林 541004"
﻿崔高峰,"﻿山东省分析测试中心, 山东济南 250014"
﻿王连军,"﻿南京理工大学化工学院环境工程系, 江苏南京 210094"
﻿蔡敏敏,"﻿南京理工大学化工学院环境工程系, 江苏南京 210094"
﻿荆晶,"﻿南京理工大学化工学院环境工程系, 江苏南京 210094"
﻿刘晓东,"﻿南京理工大学化工学院环境工程系, 江苏南京 210094"
﻿孙秀云,"﻿南京理工大学化工学院环境工程系, 江苏南京 210094"
﻿农晋琦,"﻿深圳市自来水(集团)有限公司, 广东深圳 518031"
﻿卢益新,"﻿深圳市自来水(集团)有限公司, 广东深圳 518031"
﻿朱蓉,"﻿深圳市自来水(集团)有限公司, 广东深圳 518031"
﻿黄子良,"﻿
3. 攀枝花钢铁研究院, 四川攀枝花 617000"
﻿郑国兴,"﻿
3. 攀枝花钢铁研究院, 四川攀枝花 617000"
﻿汪雪梅,"﻿
3. 攀枝花钢铁研究院, 四川攀枝花 617000"
﻿欧阳志,﻿金陵石化公司化肥厂水处理中心. 江苏南京 210033
﻿高宗林,"﻿
2. 武进精细化工厂, 江苏武进 213119"
﻿项爱霜,"﻿
2. 武进精细化工厂, 江苏武进 213119"
﻿汪为民,"﻿
2. 武进精细化工厂, 江苏武进 213119"
﻿诸育德,"﻿
2. 武进精细化工厂, 江苏武进 213119"
﻿张正辉,"﻿
2. 武进精细化工厂, 江苏武进 213119"
﻿赵荣明,"﻿
2. 武进精细化工厂, 江苏武进 213119"
﻿宫本君,"﻿大庆石化总厂水气厂, 黑龙江大庆 163714"
﻿许占祥,"﻿大庆石化总厂水气厂, 黑龙江大庆 163714"
﻿许保玖,"﻿清华大学, 北京 100084"
﻿鲍其鼐,"﻿上海石化科技开发公司, 上海 200540"
﻿何高荣,"﻿上海石化科技开发公司, 上海 200540"
﻿季淑邑,"﻿上海石化科技开发公司, 上海 200540"
﻿蓝梅,"﻿同济大学环境工程学院, 上海 200092"
﻿顾国维,"﻿同济大学环境工程学院, 上海 200092"
﻿彭玉凡,"﻿中山大学环境科学与工程研究中心, 广东广州 510275"
﻿陈卫国,"﻿中山大学环境科学与工程研究中心, 广东广州 510275"
﻿朱锡海,"﻿中山大学环境科学与工程研究中心, 广东广州 510275"
﻿张剑辉,"﻿中山大学环境科学与工程研究中心, 广东广州 510275"
﻿钟琼燕,"﻿中山大学环境科学与工程研究中心, 广东广州 510275"
﻿罗传荣,"﻿中山大学环境科学与工程研究中心, 广东广州 510275"
﻿徐寿,"﻿中山大学环境科学与工程研究中心, 广东广州 510275"
﻿关卫省,"﻿西安公路交通大学建筑与环境工程系, 陕西西安 710064"
﻿朱唯,"﻿西安公路交通大学建筑与环境工程系, 陕西西安 710064"
﻿朱浚黄,"﻿西安公路交通大学建筑与环境工程系, 陕西西安 710064"
﻿党酉胜,"﻿西安交通大学化工学院高分子系, 陕西西安 710049"
﻿郭焱,"﻿西安交通大学化工学院高分子系, 陕西西安 710049"
﻿卢凤纪,"﻿西安交通大学化工学院高分子系, 陕西西安 710049"
﻿武哲,"﻿
3. 东北电力学院研究生部, 吉林市 132012"
﻿刘凡清,"﻿
3. 东北电力学院研究生部, 吉林市 132012"
﻿郗丽娟,"﻿
3. 东北电力学院研究生部, 吉林市 132012"
﻿谢世权,"﻿
3. 东北电力学院研究生部, 吉林市 132012"
﻿赵广英,"﻿
2. 沧州炼油厂, 河北沧州 061000"
﻿罗敏,"﻿
2. 沧州炼油厂, 河北沧州 061000"
﻿刘国庆,"﻿
2. 沧州炼油厂, 河北沧州 061000"
﻿王占生,"﻿
2. 沧州炼油厂, 河北沧州 061000"
﻿李艳芝,"﻿
2. 沧州炼油厂, 河北沧州 061000"
﻿李义久,"﻿同济大学化学系微量元素研究所, 上海 200092"
﻿曾新平,"﻿同济大学化学系微量元素研究所, 上海 200092"
﻿马前,"﻿同济大学化学系微量元素研究所, 上海 200092"
﻿钱再波,"﻿同济大学化学系微量元素研究所, 上海 200092"
﻿郭蕴萍,"﻿同济大学化学系微量元素研究所, 上海 200092"
﻿倪亚明,"﻿同济大学化学系微量元素研究所, 上海 200092"
﻿程晓晶,"﻿
2. 新疆工学院化学工程系新疆乌鲁木齐, 830049"
﻿刘春明,"﻿
2. 新疆工学院化学工程系新疆乌鲁木齐, 830049"
﻿马凤云,"﻿
2. 新疆工学院化学工程系新疆乌鲁木齐, 830049"
﻿于萍,"﻿
2. 湖南省张家界水电开发公司, 湖南张家界 427000"
﻿罗运柏,"﻿
2. 湖南省张家界水电开发公司, 湖南张家界 427000"
﻿万俊,"﻿
2. 湖南省张家界水电开发公司, 湖南张家界 427000"
﻿宋维胜,"﻿
2. 湖南省张家界水电开发公司, 湖南张家界 427000"
﻿孙峻,"﻿
2. 青岛市海泊河污水处理厂, 山东青岛 266021"
﻿柯崇宜,"﻿
2. 青岛市海泊河污水处理厂, 山东青岛 266021"
﻿田秀君,"﻿北京电力高等专科学校化学工程系, 北京 100044"
﻿杨鸿,"﻿北京电力高等专科学校化学工程系, 北京 100044"
﻿陶若虹,"﻿北京电力高等专科学校化学工程系, 北京 100044"
﻿于永丽,"﻿东北大学理学院, 辽宁沈阳 110006"
﻿苏永渤,"﻿东北大学理学院, 辽宁沈阳 110006"
﻿白忻平,"﻿
2. 大连理工大学化工学院, 辽宁大连 116012"
﻿任建新,"﻿
2. 大连理工大学化工学院, 辽宁大连 116012"
﻿梁成浩,"﻿
2. 大连理工大学化工学院, 辽宁大连 116012"
﻿赵立新,"﻿大庆石油学院机械系, 黑龙江安达 151400"
﻿李枫,"﻿大庆石油学院机械系, 黑龙江安达 151400"
﻿王尊策,"﻿大庆石油学院机械系, 黑龙江安达 151400"
﻿蒋明虎,"﻿大庆石油学院机械系, 黑龙江安达 151400"
﻿贺杰,"﻿大庆石油学院机械系, 黑龙江安达 151400"
﻿张文元,"﻿济钢集团总公司氧气厂, 山东济南 250101"
﻿张音波,"﻿广东工业大学环境工程系, 广东广州 510090"
﻿余煜棉,"﻿广东工业大学环境工程系, 广东广州 510090"
﻿刘千钧,"﻿广东工业大学环境工程系, 广东广州 510090"
﻿王有乐,"﻿甘肃工业大学石油化工学院, 甘肃兰州 730050"
﻿张庆芳,"﻿甘肃工业大学石油化工学院, 甘肃兰州 730050"
﻿郭永龙,"﻿
2. 中国地质大学工程学院, 湖北武汉 430074"
﻿王焰新,"﻿
2. 中国地质大学工程学院, 湖北武汉 430074"
﻿蔡鹤生,"﻿
2. 中国地质大学工程学院, 湖北武汉 430074"
﻿李长海,"﻿哈尔滨工业大学应用化学系, 黑龙江哈尔滨 150001"
﻿史鹏飞,"﻿哈尔滨工业大学应用化学系, 黑龙江哈尔滨 150001"
﻿方健,"﻿同济大学物理系环境物理研究室, 上海 200092"
﻿李广兵,"﻿同济大学物理系环境物理研究室, 上海 200092"
﻿严振宇,"﻿同济大学物理系环境物理研究室, 上海 200092"
﻿李杰,"﻿同济大学物理系环境物理研究室, 上海 200092"
﻿龚炜丽,"﻿
2. 金陵石化化工一厂安环科, 江苏南京 210038"
﻿陈玉妹,"﻿
2. 金陵石化化工一厂安环科, 江苏南京 210038"
﻿罗逸,"﻿
2. 中原油田油脂化工厂, 河南濮阳 457002"
﻿郝胜勇,"﻿
2. 中原油田油脂化工厂, 河南濮阳 457002"
﻿贺全国,"﻿常德师范学院化学系, 湖南常德 415000"
﻿孙元喜,"﻿常德师范学院化学系, 湖南常德 415000"
﻿刘平,"﻿常德师范学院化学系, 湖南常德 415000"
﻿张儒祥,"﻿常德师范学院化学系, 湖南常德 415000"
﻿王鹤立,"﻿
3. 国家电力公司东北电力设计院, 吉林长春 130021"
﻿程丽,"﻿
3. 国家电力公司东北电力设计院, 吉林长春 130021"
﻿李相峰,"﻿
3. 国家电力公司东北电力设计院, 吉林长春 130021"
﻿李向东,"﻿
3. 国家电力公司东北电力设计院, 吉林长春 130021"
﻿谢长血,"﻿国家电力公司电力建设研究所, 北京 100055"
﻿杨亚玲,"﻿昆明理工大学生化学院, 云南昆明 650224"
﻿毕莉,"﻿昆明理工大学生化学院, 云南昆明 650224"
﻿刘谋盛,"﻿昆明理工大学生化学院, 云南昆明 650224"
﻿程凯英,"﻿
2. 广东工业大学环境工程系, 广东广州 510090"
﻿林美强,"﻿
2. 广东工业大学环境工程系, 广东广州 510090"
﻿林建民,"﻿
2. 广东工业大学环境工程系, 广东广州 510090"
﻿朱又春,"﻿
2. 广东工业大学环境工程系, 广东广州 510090"
﻿韩宏大,"﻿天津市公用事业设计研究所, 天津 300100"
﻿何文杰,"﻿天津市公用事业设计研究所, 天津 300100"
﻿胡伟林,"﻿华越微电子有限公司, 浙江绍兴 312016"
﻿王涛,"﻿机械科学研究院环境保护技术与装备研究所, 北京 100044"
﻿楼上游,"﻿机械科学研究院环境保护技术与装备研究所, 北京 100044"
﻿陈岚,"﻿天津理工学院, 天津 300191"
﻿李建国,"﻿天津理工学院, 天津 300191"
﻿白云松,"﻿天津理工学院, 天津 300191"
﻿张蓓,"﻿同济大学污染控制与资源化国家重点实验室, 上海 200092"
﻿赵建夫,"﻿同济大学污染控制与资源化国家重点实验室, 上海 200092"
﻿李光明,"﻿同济大学污染控制与资源化国家重点实验室, 上海 200092"
﻿肖晔远,"﻿同济大学污染控制与资源化国家重点实验室, 上海 200092"
﻿王相承,"﻿防化指挥工程学院, 北京 102205"
﻿左生龙,"﻿中国兵器工业第五设计研究院, 北京 100053"
﻿迟正平,"﻿中国兵器工业第五设计研究院, 北京 100053"
﻿唐光临,"﻿重庆大学材料科学与工程学院, 重庆 400044"
